Age,2024 Net Worth,Industry,Title,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,SelfMadeBinary
63.0,3600000000.0,5,256,1,7.0,3.0,372,69,1,1
50.0,2100000000.0,10,36,1,,,548,12,1,1
52.0,1400000000.0,10,433,1,,,391,54,1,1
70.0,1000000000.0,2,381,1,,,215,12,1,1
70.0,1300000000.0,10,46,1,,,265,12,1,1
70.0,3400000000.0,16,433,0,,,606,35,1,0
84.0,102000000000.0,17,297,1,,,370,41,1,1
58.0,3700000000.0,5,135,1,,,327,10,1,1
67.0,3900000000.0,2,262,0,,,142,67,1,0
59.0,5800000000.0,10,84,1,,,421,27,1,1
57.0,1000000000.0,4,223,1,7.0,,414,69,0,1
69.0,6700000000.0,16,304,1,8.0,2.0,468,69,1,1
54.0,2800000000.0,6,930,1,,,179,12,0,1
46.0,1500000000.0,16,753,1,,,540,57,1,1
61.0,1100000000.0,2,120,1,,,55,12,1,1
69.0,2700000000.0,4,91,1,,,541,69,1,1
86.0,2800000000.0,4,704,0,,,364,3,1,0
71.0,7200000000.0,6,84,0,,,416,60,0,0
73.0,2500000000.0,6,508,0,4.0,1.0,136,69,1,0
80.0,1600000000.0,5,91,0,3.0,2.0,420,69,1,0
81.0,1300000000.0,5,861,1,,,346,58,1,1
89.0,5500000000.0,2,222,0,,,30,64,1,0
83.0,10100000000.0,13,84,1,8.0,2.0,414,69,1,1
53.0,1200000000.0,4,256,1,,,364,3,1,1
66.0,116000000000.0,2,97,0,,,393,30,1,0
55.0,1100000000.0,10,923,1,,,548,12,1,1
63.0,8100000000.0,2,348,0,,,370,41,1,0
77.0,6500000000.0,5,346,1,8.0,3.0,331,69,1,1
67.0,2600000000.0,12,908,1,,,552,62,1,1
56.0,18000000000.0,5,256,1,,,189,68,1,1
75.0,2800000000.0,13,535,1,,,142,49,1,1
37.0,1800000000.0,11,625,1,,,39,12,1,1
39.0,15500000000.0,16,57,1,,,142,67,1,1
64.0,1700000000.0,14,662,0,,,457,69,1,0
34.0,1100000000.0,11,333,1,8.0,,405,69,0,1
57.0,1900000000.0,10,318,0,,,535,24,1,0
66.0,1000000000.0,10,381,1,,,229,27,1,1
76.0,16200000000.0,15,337,1,7.0,1.0,158,69,1,1
72.0,2800000000.0,4,726,1,,,640,12,1,1
95.0,3000000000.0,2,612,0,,,256,65,0,0
80.0,1300000000.0,13,31,1,,,197,3,1,1
58.0,1100000000.0,5,829,0,,,327,60,1,0
56.0,1000000000.0,16,684,1,,,332,69,1,1
65.0,2400000000.0,16,550,1,,,361,69,1,1
68.0,1800000000.0,2,381,0,,,30,64,1,0
95.0,4700000000.0,3,304,0,4.0,1.0,128,69,1,0
68.0,2400000000.0,5,348,1,8.0,3.0,331,69,1,1
54.0,5200000000.0,16,295,0,,,644,24,1,0
77.0,2800000000.0,1,574,1,,,346,58,1,1
64.0,3700000000.0,5,162,0,3.0,3.0,107,69,0,0
68.0,2200000000.0,3,261,1,,,375,69,1,1
86.0,2700000000.0,6,101,0,,,135,30,1,0
68.0,10400000000.0,5,337,1,,,21,46,1,1
79.0,1900000000.0,8,433,1,,,511,69,1,1
40.0,1100000000.0,16,213,1,,,273,69,1,1
62.0,4000000000.0,4,46,1,,,118,34,1,1
64.0,1200000000.0,2,19,1,,,619,69,1,1
62.0,1100000000.0,10,927,1,,,673,12,1,1
73.0,1500000000.0,5,847,1,,,610,10,1,1
64.0,1200000000.0,10,699,0,,,552,31,1,0
31.0,1200000000.0,16,162,1,,,514,69,1,1
84.0,9000000000.0,4,84,1,9.0,1.0,414,69,1,1
61.0,26500000000.0,0,158,0,,,27,24,0,0
58.0,2200000000.0,10,785,1,,,215,12,1,1
50.0,3100000000.0,13,337,1,,,356,58,1,1
81.0,7000000000.0,8,84,1,,,626,34,1,1
97.0,5200000000.0,11,95,1,9.0,2.0,440,69,1,1
76.0,1900000000.0,8,622,1,,,393,30,1,1
67.0,1800000000.0,0,102,0,,,305,24,1,0
74.0,5900000000.0,13,243,1,8.0,1.0,177,69,1,1
78.0,1900000000.0,3,864,0,,,376,34,1,0
67.0,1500000000.0,8,120,1,,,677,12,1,1
78.0,1000000000.0,10,230,0,,,393,30,1,0
61.0,1200000000.0,10,79,1,,,263,12,1,1
77.0,1200000000.0,0,256,0,,,606,35,1,0
64.0,1200000000.0,0,256,1,,,234,72,1,1
57.0,10600000000.0,0,382,1,,,422,12,1,1
57.0,4300000000.0,5,276,1,7.0,3.0,414,69,1,1
61.0,5700000000.0,4,262,1,,,39,12,1,1
83.0,2800000000.0,5,805,1,,,343,22,1,1
63.0,1500000000.0,2,120,1,,,660,12,1,1
92.0,7200000000.0,4,346,1,,,167,20,1,1
67.0,1100000000.0,9,381,0,,,588,62,1,0
61.0,1200000000.0,4,775,1,,,450,22,1,1
72.0,2700000000.0,10,256,1,,,207,24,1,1
72.0,7100000000.0,13,84,0,,,552,55,1,0
42.0,10800000000.0,5,46,1,,,528,13,1,1
60.0,3200000000.0,12,197,1,,,270,58,1,1
49.0,5200000000.0,16,295,0,,,222,24,1,0
60.0,5800000000.0,13,169,1,,,39,12,0,1
44.0,1400000000.0,16,149,1,,,39,12,1,1
64.0,6500000000.0,5,304,1,9.0,2.0,569,69,1,1
78.0,3100000000.0,10,827,0,1.0,,176,69,0,0
63.0,10600000000.0,10,222,0,,,364,3,1,0
64.0,6000000000.0,17,384,0,,,135,30,1,0
73.0,1000000000.0,14,120,1,,,540,57,1,1
68.0,4000000000.0,10,627,0,,,135,30,1,0
75.0,1900000000.0,2,794,0,,,327,60,1,0
71.0,2200000000.0,5,282,1,9.0,1.0,50,69,1,1
77.0,2200000000.0,2,84,0,,,189,25,1,0
73.0,24000000000.0,2,84,0,,,385,33,1,0
47.0,1400000000.0,15,861,0,,,128,69,1,0
74.0,1500000000.0,2,703,0,,,256,65,1,0
74.0,72300000000.0,4,346,0,1.0,2.0,177,69,0,0
58.0,1100000000.0,6,651,1,,,296,12,1,1
62.0,2500000000.0,8,291,1,,,39,12,1,1
89.0,1800000000.0,15,673,1,,,468,69,1,1
60.0,1200000000.0,12,887,1,,,282,66,1,1
64.0,2000000000.0,11,46,0,,,456,69,1,0
57.0,3400000000.0,6,558,0,,,338,34,1,0
67.0,1100000000.0,5,831,0,,,213,24,0,0
65.0,3700000000.0,10,610,1,9.0,1.0,488,69,0,1
74.0,3100000000.0,2,575,1,,,552,31,1,1
58.0,1800000000.0,16,517,1,8.0,1.0,561,69,1,1
79.0,1500000000.0,14,381,0,,,351,37,1,0
91.0,3700000000.0,8,484,1,,,30,64,1,1
58.0,2500000000.0,8,357,1,,,39,12,1,1
67.0,1300000000.0,3,381,1,,,422,12,0,1
60.0,2600000000.0,16,587,1,,,384,24,1,1
72.0,1600000000.0,10,381,0,,,393,30,1,0
66.0,2700000000.0,12,580,1,,,427,36,1,1
80.0,1200000000.0,5,31,1,,,370,41,1,1
52.0,6300000000.0,16,261,1,8.0,,79,1,1,1
68.0,1300000000.0,10,84,0,,,93,62,1,0
84.0,25200000000.0,4,256,1,9.0,1.0,152,69,1,1
50.0,1000000000.0,16,142,1,,,19,12,1,1
57.0,3200000000.0,4,498,1,,,391,54,1,1
46.0,3600000000.0,11,594,1,,,552,55,1,1
61.0,1100000000.0,10,143,1,,,95,12,1,1
71.0,1500000000.0,8,259,0,,,135,30,1,0
74.0,1200000000.0,16,683,1,,,477,30,1,1
69.0,7200000000.0,6,158,0,,,327,60,1,0
59.0,1800000000.0,10,926,0,,,224,21,0,0
47.0,2000000000.0,4,37,1,,,619,16,1,1
76.0,4400000000.0,2,564,0,,,370,41,1,0
60.0,2000000000.0,4,46,1,,,256,65,1,1
42.0,4600000000.0,16,56,1,8.0,,514,69,1,1
46.0,1300000000.0,11,162,1,,,552,55,1,1
42.0,8400000000.0,0,256,1,,,39,12,1,1
68.0,10500000000.0,3,162,1,,,391,54,1,1
71.0,2600000000.0,11,508,1,,,85,56,1,1
63.0,1500000000.0,16,120,0,,,540,57,1,0
73.0,1000000000.0,13,12,1,,,503,69,1,1
40.0,1500000000.0,2,394,0,,,119,69,0,0
65.0,3700000000.0,13,897,0,4.0,2.0,128,69,1,0
66.0,2400000000.0,10,226,0,,,393,30,1,0
79.0,1700000000.0,5,172,1,8.0,,302,69,1,1
75.0,2300000000.0,5,413,0,,,373,69,1,0
80.0,2400000000.0,8,454,1,,,238,27,1,1
94.0,11000000000.0,11,337,0,5.0,2.0,414,69,1,0
74.0,2200000000.0,4,114,1,5.0,1.0,466,69,1,1
79.0,6100000000.0,5,304,1,8.0,2.0,414,69,1,1
76.0,3600000000.0,10,560,0,,,155,45,1,0
56.0,8900000000.0,6,377,0,,,311,22,1,0
57.0,3400000000.0,10,901,0,,,649,10,1,0
62.0,2700000000.0,12,453,1,,,267,56,1,1
60.0,2400000000.0,6,903,1,9.0,,279,69,1,1
76.0,5300000000.0,3,465,0,4.0,2.0,177,69,1,0
52.0,3300000000.0,6,581,0,,,528,9,1,0
56.0,5200000000.0,5,497,0,,,588,62,1,0
97.0,2500000000.0,8,602,1,8.0,,156,69,0,1
81.0,1000000000.0,6,381,0,5.0,,471,69,1,0
51.0,1900000000.0,10,657,1,,,542,12,1,1
72.0,4700000000.0,4,337,1,,,74,24,1,1
55.0,2300000000.0,5,84,1,,,232,69,1,1
73.0,3800000000.0,2,97,0,,,393,30,1,0
57.0,6400000000.0,10,84,1,,,381,54,1,1
60.0,1600000000.0,12,433,1,,,327,69,1,1
45.0,1100000000.0,16,46,0,,,256,65,1,0
68.0,1400000000.0,2,699,0,,,552,55,1,0
63.0,1200000000.0,5,861,0,,,112,69,0,0
77.0,2300000000.0,8,337,1,,,178,9,1,1
64.0,1200000000.0,11,166,1,,,389,10,1,1
78.0,8600000000.0,0,388,0,,,379,34,1,0
66.0,5200000000.0,5,553,0,,,588,62,1,0
51.0,1400000000.0,16,622,1,,,656,12,1,1
64.0,2100000000.0,13,469,0,,,257,69,1,0
76.0,2700000000.0,10,336,0,,,135,30,1,0
78.0,1100000000.0,5,198,0,,,588,62,1,0
93.0,6500000000.0,5,256,1,,,597,3,1,1
69.0,5600000000.0,5,304,1,8.0,4.0,514,69,1,1
65.0,3200000000.0,6,523,0,4.0,1.0,136,69,1,0
77.0,2100000000.0,5,313,1,,,30,64,1,1
66.0,1300000000.0,5,304,1,,,104,69,1,1
64.0,2300000000.0,1,58,1,,,65,69,1,1
83.0,14100000000.0,16,94,1,8.0,3.0,248,69,1,1
61.0,2100000000.0,3,348,1,,,373,15,1,1
72.0,1100000000.0,10,117,0,,,568,24,1,0
65.0,1800000000.0,6,433,1,,,542,62,1,1
76.0,1200000000.0,10,325,1,,,135,30,1,1
67.0,1900000000.0,6,46,0,,,442,69,1,0
64.0,1100000000.0,16,237,1,,,368,69,1,1
70.0,5500000000.0,4,161,0,3.0,2.0,201,69,1,0
66.0,1900000000.0,5,775,1,,,255,54,1,1
60.0,2600000000.0,16,539,1,,,135,30,1,1
52.0,1200000000.0,16,622,1,,,662,12,0,1
70.0,5400000000.0,3,59,1,,,189,60,1,1
68.0,7600000000.0,4,84,1,,,4,30,1,1
77.0,20900000000.0,1,162,1,9.0,1.0,6,69,0,1
67.0,1700000000.0,16,931,1,,,542,12,1,1
63.0,1300000000.0,5,699,0,,,135,30,0,0
51.0,2900000000.0,13,893,1,,,391,54,1,1
61.0,2600000000.0,13,285,1,,,204,69,1,1
84.0,1000000000.0,6,307,1,,,379,34,1,1
67.0,1000000000.0,16,68,1,,,542,12,1,1
64.0,4500000000.0,5,162,1,7.0,1.0,514,69,1,1
67.0,1300000000.0,10,889,0,,,252,24,1,0
81.0,7600000000.0,8,84,0,,,171,34,0,0
58.0,2500000000.0,13,635,1,,,238,12,1,1
77.0,1400000000.0,13,779,1,,,79,1,1,1
82.0,1600000000.0,2,381,0,1.0,,571,60,0,0
52.0,3000000000.0,10,772,0,,,394,24,0,0
67.0,1300000000.0,4,46,1,,,542,12,1,1
57.0,2700000000.0,6,256,1,,,391,54,1,1
61.0,1100000000.0,5,493,1,,,393,30,1,1
67.0,1100000000.0,8,637,1,,,542,12,1,1
66.0,1300000000.0,5,877,1,,,194,69,1,1
57.0,6300000000.0,5,149,1,,,205,9,1,1
78.0,3600000000.0,5,162,1,7.0,2.0,561,69,1,1
57.0,2800000000.0,13,787,1,,,542,12,1,1
70.0,2100000000.0,2,492,0,,,414,69,1,0
95.0,37300000000.0,2,375,1,,,238,27,1,1
49.0,3400000000.0,16,421,1,8.0,,451,69,1,1
51.0,1100000000.0,0,665,1,,,656,12,0,1
51.0,3400000000.0,16,614,0,,,101,30,0,0
57.0,2100000000.0,10,112,1,,,316,12,1,1
71.0,1300000000.0,5,325,0,,,612,30,1,0
75.0,36800000000.0,4,84,0,,,414,22,1,0
90.0,2200000000.0,4,532,1,,,238,27,1,1
80.0,11700000000.0,5,146,1,8.0,3.0,414,69,1,1
54.0,4300000000.0,7,310,1,,,572,68,1,1
68.0,1500000000.0,10,120,1,,,480,12,1,1
77.0,1200000000.0,14,622,0,,,346,58,0,0
73.0,1100000000.0,13,162,1,,,30,64,1,1
86.0,4900000000.0,17,256,1,,,294,40,1,1
68.0,2000000000.0,16,381,1,,,660,12,1,1
82.0,5300000000.0,10,535,1,9.0,2.0,506,69,1,1
59.0,1000000000.0,10,638,0,,,393,30,1,0
58.0,2400000000.0,16,495,1,8.0,2.0,231,69,1,1
74.0,3700000000.0,16,722,1,,,240,62,1,1
55.0,1700000000.0,15,880,0,,,442,69,0,0
83.0,4099999999.9999995,4,84,1,8.0,3.0,404,69,1,1
51.0,12500000000.0,4,46,0,,,1,17,1,0
34.0,2500000000.0,2,401,0,,,450,22,0,0
63.0,1900000000.0,5,256,1,9.0,,414,69,1,1
66.0,1500000000.0,8,337,0,,,622,38,1,0
70.0,27900000000.0,12,91,0,,,370,41,1,0
57.0,3800000000.0,3,81,1,,,582,12,0,1
58.0,1700000000.0,5,417,0,,,584,3,0,0
62.0,1100000000.0,10,922,1,,,215,12,0,1
76.0,3200000000.0,4,555,1,,,603,30,1,1
79.0,1300000000.0,10,861,0,,,393,30,1,0
82.0,1700000000.0,10,807,1,,,619,62,1,1
78.0,1600000000.0,13,861,0,,,552,55,1,0
76.0,3100000000.0,6,604,1,9.0,2.0,309,69,0,1
87.0,31600000000.0,4,46,1,,,450,22,1,1
41.0,1700000000.0,2,775,0,,,107,69,1,0
84.0,5900000000.0,6,337,0,,,680,24,1,0
74.0,4300000000.0,0,46,0,5.0,,457,69,1,0
46.0,1900000000.0,9,688,1,,,238,27,1,1
68.0,1900000000.0,6,120,1,,,133,12,1,1
82.0,1900000000.0,5,331,1,,,370,41,1,1
82.0,2600000000.0,1,543,1,,,442,69,1,1
66.0,1000000000.0,13,775,1,,,552,55,1,1
75.0,2700000000.0,6,769,1,,,606,35,1,1
75.0,1300000000.0,0,775,1,,,169,30,1,1
58.0,4200000000.0,10,262,1,,,421,12,1,1
69.0,1100000000.0,3,21,1,,,552,5,1,1
43.0,2200000000.0,11,46,1,,,614,69,1,1
49.0,1100000000.0,5,364,1,,,413,69,1,1
88.0,3100000000.0,3,556,0,,,238,27,1,0
67.0,1000000000.0,10,381,0,,,363,24,1,0
45.0,2300000000.0,4,337,0,,,51,24,0,0
68.0,2400000000.0,16,799,1,8.0,1.0,149,69,1,1
63.0,2000000000.0,5,324,1,,,571,60,1,1
79.0,2300000000.0,13,337,1,,,579,3,1,1
59.0,2300000000.0,12,337,1,6.0,,679,69,1,1
46.0,2900000000.0,5,635,1,,,548,12,1,1
73.0,3400000000.0,9,692,1,,,278,7,1,1
82.0,1300000000.0,0,256,0,,,552,31,1,0
51.0,6900000000.0,8,149,1,,,391,54,1,1
75.0,5200000000.0,16,705,1,8.0,2.0,312,69,1,1
76.0,3400000000.0,1,582,1,,,388,22,1,1
57.0,4500000000.0,17,256,0,,,238,27,1,0
65.0,6400000000.0,12,151,1,,,391,54,1,1
73.0,8700000000.0,5,304,1,8.0,1.0,128,69,1,1
68.0,13400000000.0,4,84,0,,,370,41,1,0
59.0,1300000000.0,6,166,1,,,395,54,1,1
53.0,1700000000.0,5,84,1,,,216,72,1,1
49.0,2900000000.0,5,891,1,9.0,,47,69,1,1
60.0,194000000000.0,16,95,1,8.0,2.0,373,69,1,1
62.0,5300000000.0,2,755,0,,,492,9,1,0
51.0,1500000000.0,16,658,1,,,537,69,1,1
59.0,7700000000.0,12,304,1,,,472,16,1,1
70.0,2500000000.0,10,46,0,,,10,24,1,0
81.0,3500000000.0,6,450,1,,,584,3,1,1
59.0,9200000000.0,5,149,1,,,496,34,1,1
81.0,7200000000.0,3,84,0,5.0,2.0,128,69,1,0
61.0,2100000000.0,10,499,0,,,577,31,1,0
38.0,9000000000.0,11,256,1,,,327,33,1,1
44.0,4500000000.0,16,183,1,8.0,,514,69,1,1
89.0,1600000000.0,2,807,1,,,555,34,1,1
67.0,9600000000.0,6,242,0,2.0,,456,69,0,0
58.0,1700000000.0,5,626,1,,,414,69,1,1
77.0,6100000000.0,15,337,0,1.0,2.0,411,69,0,0
61.0,1700000000.0,10,861,0,,,59,10,1,0
68.0,2000000000.0,15,337,0,,,405,69,0,0
37.0,2100000000.0,12,414,0,,,584,3,0,0
40.0,2300000000.0,11,149,1,,,39,12,1,1
84.0,1500000000.0,2,433,0,,,224,21,1,0
76.0,2000000000.0,11,519,0,,,492,9,1,0
91.0,2100000000.0,3,911,1,,,18,25,1,1
55.0,9500000000.0,7,256,1,,,628,16,1,1
41.0,6700000000.0,6,337,0,3.0,2.0,195,69,0,0
79.0,5600000000.0,9,267,1,7.0,1.0,366,69,1,1
56.0,2800000000.0,12,857,1,,,391,54,1,1
50.0,1600000000.0,10,410,1,,,542,10,0,1
62.0,8300000000.000001,13,256,1,,,437,48,1,1
68.0,3700000000.0,5,443,1,9.0,2.0,414,69,1,1
70.0,3000000000.0,10,692,0,,,17,7,1,0
62.0,1000000000.0,2,379,1,,,139,66,1,1
59.0,91000000000.0,16,91,1,8.0,2.0,23,69,1,1
43.0,1400000000.0,13,622,0,,,238,27,1,0
38.0,4400000000.0,16,171,1,,,584,3,1,1
73.0,1200000000.0,5,162,1,,,361,69,1,1
81.0,3400000000.0,9,511,0,,,238,27,1,0
39.0,2100000000.0,16,481,1,9.0,,514,69,1,1
68.0,1300000000.0,5,325,0,,,163,30,1,0
58.0,1400000000.0,16,84,1,,,514,69,1,1
90.0,7300000000.0,6,377,0,1.0,1.0,561,69,0,0
84.0,1100000000.0,10,747,1,,,552,55,1,1
71.0,11200000000.0,6,235,0,4.0,1.0,20,69,1,0
62.0,3400000000.0,5,834,1,,,679,61,1,1
68.0,1900000000.0,13,309,1,,,177,69,1,1
61.0,2800000000.0,10,102,1,,,256,65,1,1
50.0,1100000000.0,11,392,1,,,539,57,1,1
66.0,1200000000.0,13,256,1,,,30,64,1,1
51.0,3000000000.0,10,785,1,,,542,12,1,1
59.0,11100000000.0,16,195,0,2.0,5.0,362,69,0,0
76.0,5000000000.0,16,155,1,8.0,2.0,88,69,1,1
71.0,1900000000.0,8,775,1,,,29,30,1,1
66.0,2900000000.0,8,517,1,,,246,30,1,1
69.0,1800000000.0,16,46,1,,,364,3,1,1
71.0,1600000000.0,5,46,0,,,552,55,1,0
62.0,5000000000.0,2,262,1,,,154,10,1,1
81.0,1600000000.0,5,222,1,,,445,69,1,1
51.0,3300000000.0,6,504,0,,,528,9,1,0
50.0,3500000000.0,11,262,1,,,540,57,1,1
75.0,7300000000.0,16,256,1,6.0,2.0,362,69,1,1
83.0,1800000000.0,11,777,1,,,606,35,1,1
71.0,1600000000.0,2,633,1,,,78,28,1,1
78.0,5200000000.0,10,170,1,7.0,2.0,303,69,1,1
55.0,4400000000.0,16,166,1,,,597,33,1,1
71.0,3900000000.0,0,89,0,,,101,30,1,0
81.0,4600000000.0,1,348,1,,,494,34,1,1
80.0,1500000000.0,2,861,1,,,3,68,1,1
81.0,13800000000.0,15,355,1,8.0,1.0,128,69,1,1
86.0,4900000000.0,0,428,0,,,540,57,1,0
90.0,7700000000.0,8,256,1,,,7,30,1,1
67.0,1700000000.0,16,801,1,,,19,69,1,1
71.0,1500000000.0,12,320,1,,,70,3,1,1
79.0,3000000000.0,4,735,1,10.0,2.0,23,69,1,1
50.0,2000000000.0,8,214,1,,,393,30,1,1
83.0,1200000000.0,2,795,0,,,260,31,1,0
75.0,4500000000.0,13,256,1,,,407,33,1,1
76.0,3200000000.0,1,593,0,,,342,24,1,0
52.0,2000000000.0,4,457,0,,,500,68,1,0
60.0,2100000000.0,5,154,1,,,331,69,1,1
79.0,1800000000.0,15,53,0,4.0,,134,69,1,0
83.0,1100000000.0,6,256,0,,,376,34,0,0
70.0,1300000000.0,11,451,0,,,137,69,1,0
67.0,3000000000.0,2,537,1,7.0,1.0,219,69,1,1
72.0,6300000000.0,6,256,1,10.0,1.0,464,69,1,1
51.0,2800000000.0,12,883,1,,,260,31,1,1
73.0,2000000000.0,15,123,1,,,331,69,1,1
69.0,1000000000.0,16,213,1,8.0,,172,69,0,1
62.0,1400000000.0,16,176,1,8.0,,309,69,0,1
67.0,3000000000.0,16,904,0,,,680,61,0,0
52.0,1900000000.0,8,39,0,,,381,61,1,0
81.0,7700000000.0,13,304,1,10.0,1.0,320,69,1,1
67.0,1100000000.0,10,84,1,,,542,12,1,1
63.0,2000000000.0,12,380,1,,,282,66,1,1
67.0,1300000000.0,8,861,0,,,208,61,0,0
69.0,2100000000.0,2,547,0,,,30,64,1,0
69.0,2300000000.0,5,295,0,,,680,24,1,0
78.0,1300000000.0,2,861,1,,,82,18,1,1
60.0,3900000000.0,5,256,1,,,189,68,1,1
54.0,3100000000.0,15,837,1,,,414,69,1,1
55.0,9000000000.0,5,74,1,6.0,,414,69,1,1
81.0,1500000000.0,14,46,1,,,336,48,1,1
78.0,3800000000.0,12,84,1,,,675,12,1,1
78.0,18500000000.0,3,91,1,10.0,1.0,431,69,1,1
76.0,1700000000.0,4,804,1,,,391,54,1,1
79.0,16899999999.999998,9,304,1,,,327,15,1,1
69.0,1600000000.0,8,797,1,,,39,12,1,1
50.0,1000000000.0,16,927,1,,,660,12,1,1
63.0,1800000000.0,0,907,1,,,280,33,1,1
72.0,1200000000.0,4,649,1,,,327,68,1,1
76.0,1000000000.0,17,800,1,,,256,65,1,1
69.0,1300000000.0,16,288,1,,,215,12,0,1
42.0,1500000000.0,11,658,1,,,367,69,1,1
34.0,1400000000.0,8,337,0,,,365,24,1,0
61.0,2200000000.0,11,93,0,,,528,9,1,0
47.0,1400000000.0,16,876,1,,,542,12,1,1
64.0,4400000000.0,14,84,1,8.0,3.0,116,69,1,1
85.0,26200000000.0,8,162,1,7.0,1.0,405,69,1,1
78.0,1300000000.0,12,348,1,,,260,31,1,1
74.0,1100000000.0,10,381,1,,,238,27,1,1
73.0,6100000000.0,11,192,0,1.0,2.0,412,69,0,0
44.0,1200000000.0,16,190,1,8.0,,514,10,0,1
44.0,1300000000.0,11,201,1,,,571,60,1,1
40.0,1000000000.0,16,170,1,,,414,33,1,1
56.0,2900000000.0,5,459,0,,,331,3,1,0
67.0,1400000000.0,5,775,0,,,294,40,1,0
40.0,1800000000.0,16,775,1,,,13,45,1,1
72.0,1500000000.0,3,31,1,,,580,54,1,1
67.0,1500000000.0,11,46,1,,,542,12,1,1
73.0,6800000000.0,3,337,1,9.0,2.0,63,69,1,1
82.0,4200000000.0,11,100,1,9.0,3.0,414,69,1,1
65.0,1600000000.0,5,46,1,8.0,,331,69,1,1
67.0,1600000000.0,10,622,1,,,582,12,1,1
58.0,1200000000.0,16,79,1,,,39,12,1,1
56.0,19700000000.0,2,84,0,,,393,30,1,0
72.0,2500000000.0,1,760,0,4.0,1.0,514,69,1,0
67.0,1400000000.0,9,764,1,,,542,12,1,1
78.0,4300000000.0,16,207,0,,,540,57,0,0
59.0,4000000000.0,10,84,1,,,209,12,1,1
73.0,1100000000.0,11,369,1,,,668,35,1,1
45.0,1400000000.0,8,46,0,,,365,24,0,0
67.0,1300000000.0,14,880,1,,,286,35,1,1
53.0,1400000000.0,16,120,1,,,209,12,1,1
76.0,1500000000.0,13,46,1,,,450,22,1,1
65.0,13300000000.0,5,84,1,,,393,30,1,1
83.0,2100000000.0,4,501,0,,,494,34,1,0
72.0,1800000000.0,2,385,0,,,30,64,1,0
65.0,1900000000.0,1,84,0,,,256,65,1,0
75.0,1800000000.0,2,381,0,,,30,64,1,0
80.0,4600000000.0,4,262,1,,,236,35,1,1
68.0,3900000000.0,6,508,0,,,107,69,1,0
67.0,2400000000.0,0,168,1,,,656,12,1,1
39.0,1500000000.0,4,433,0,,,571,60,1,0
73.0,1300000000.0,5,325,0,,,290,30,1,0
34.0,1100000000.0,16,69,1,,,394,24,1,1
73.0,4500000000.0,3,337,1,,,260,31,0,1
63.0,1200000000.0,10,927,1,,,263,12,0,1
69.0,3500000000.0,6,475,1,,,472,16,1,1
74.0,2400000000.0,10,622,1,,,666,12,1,1
72.0,3600000000.0,13,578,1,,,238,27,1,1
86.0,6300000000.0,13,149,1,10.0,2.0,107,69,1,1
80.0,1800000000.0,13,503,1,,,84,3,1,1
80.0,1500000000.0,10,914,0,,,14,58,0,0
74.0,2200000000.0,13,256,1,,,438,10,1,1
59.0,11800000000.0,5,348,0,2.0,2.0,65,69,1,0
60.0,4400000000.0,11,46,0,,,575,24,1,0
86.0,1600000000.0,4,441,0,,,494,34,1,0
47.0,2600000000.0,4,256,1,,,288,30,1,1
79.0,43400000000.0,2,256,0,,,260,31,1,0
67.0,1700000000.0,16,304,1,,,548,12,1,1
74.0,1700000000.0,13,797,1,,,30,64,1,1
76.0,1900000000.0,5,433,0,,,552,55,1,0
86.0,3300000000.0,5,474,0,5.0,2.0,434,69,1,0
49.0,2900000000.0,5,816,1,,,414,30,1,1
73.0,3200000000.0,4,613,0,,,623,58,0,0
70.0,1600000000.0,2,884,1,,,46,34,1,1
68.0,2100000000.0,5,46,1,,,414,69,1,1
67.0,1100000000.0,5,298,1,,,393,30,1,1
99.0,2400000000.0,6,84,1,9.0,3.0,442,69,1,1
55.0,36400000000.0,5,257,1,8.0,3.0,373,69,1,1
70.0,1400000000.0,2,381,0,,,523,11,0,0
53.0,1600000000.0,16,349,1,9.0,2.0,153,69,1,1
44.0,1200000000.0,16,76,0,,,256,65,1,0
56.0,1900000000.0,12,24,1,,,327,68,1,1
64.0,2100000000.0,5,256,1,8.0,2.0,424,69,1,1
65.0,5100000000.0,6,84,0,,,256,65,1,0
79.0,3000000000.0,11,852,1,9.0,3.0,50,69,1,1
75.0,42800000000.0,4,46,1,,,606,35,1,1
78.0,6400000000.0,8,239,1,,,54,61,1,1
66.0,1400000000.0,4,775,1,,,364,3,1,1
77.0,1600000000.0,13,381,1,,,588,62,1,1
60.0,6000000000.0,8,55,0,,,34,61,1,0
71.0,2700000000.0,10,119,1,,,664,12,1,1
48.0,2600000000.0,5,120,0,,,616,34,1,0
74.0,1400000000.0,13,325,1,,,393,30,1,1
75.0,2400000000.0,4,162,1,,,331,62,1,1
74.0,2600000000.0,4,436,1,,,467,9,1,1
57.0,9700000000.0,2,218,1,,,391,54,1,1
73.0,5500000000.0,1,277,1,,,610,10,1,1
73.0,5800000000.0,15,147,0,3.0,1.0,670,69,0,0
49.0,1000000000.0,16,130,1,,,372,69,1,1
83.0,2800000000.0,4,748,0,,,364,3,1,0
53.0,3000000000.0,11,521,1,9.0,2.0,458,69,1,1
63.0,4400000000.0,12,759,1,,,629,54,1,1
88.0,4300000000.0,6,635,1,9.0,,459,69,1,1
34.0,1200000000.0,5,57,1,,,414,69,1,1
73.0,28600000000.0,3,348,1,,,391,54,1,1
68.0,4900000000.0,5,253,1,,,595,23,1,1
